,name,city,date,link,description,compensation,employment_type,posting_info
27,OFFICE ADMINISTRATOR,metro west,Aug 31,https://boston.craigslist.org/bmw/ofc/d/burlington-office-administrator/7528404985.html,"

QR Code Link to This Post


We are a highly respected, professional Design/Build construction company that specializes in exterior residential projects.  Indeed, we have earned 44 local and national awards for design and customer service.  We currently need a professional Office Administrator to help our team operate effectively and seamlessly.

JOB DESCRIPTION
Our Office Administrator assists our Office Manager by performing administrative, computer, and contract processing tasks central to our successful operation.  The work is varied.  It is a changing mix of various tasks and interactions with our team members, prospects, and clients.

Skills required
1. Computer literacy, including working knowledge of MS Windows, Excel, Word, and Outlook; and experience creating, sending, and processing e-mails.
2. Strong interpersonal communications, both verbal and written.
3. Data entry experience.
4. Polite and effective interpersonal skills and a neat appearance.
5. Good letter writing and math abilities.
6.  You must be vaccinated against COVID.

Primary Responsibilities
A.	Assist the Office Manager by performing a variety of tasks, including:
B.	General and Telephone Support: Answer the phone and take messages; Greet walk-in prospects; 
C.	Correspondence:  Receive and manage  emails from numerous sources, including from prospective customers, etc.
D.	Data Entry: Maintain our Client Database by entering and updating information.
E.	Generate Reports like weekly Lead Tracking Reports from our client database.  Assist creating other special reports (like the Marketing Source Report)
F.	Copy and File office documents, as needed.  Setup Site Survey folders.
G.	Create and Update Files: Client files, Production Job Folders, Site Survey Folders, etc.
H.	Process Contracts.  Assist the Office Manager to create Contract Files, process new contracts, send client welcome letters.

We offer competitive pay and have a good benefits package -- including paid holidays, vacation days, sick days, and a 401k program with company match.

Please send us your resume and tell us where you live.  Thank you.
    ",$20 to $27 per hour,full-time,2022-08-31 18
28,Part-time Food Prep. Great work environment,WOBURN,Aug 31,https://boston.craigslist.org/nos/fbh/d/woburn-part-time-food-prep-great-work/7528403109.html,"

QR Code Link to This Post


compensation: $15+/hr
employment type: part-time
Part-time Food Prep. Great work environment! (Woburn)

We are seeking food prep help for a growing company operating out of Woburn on Sunday, Monday, and Thursdays from 8:00 AM start time until the job is done. Applicant should have some experience working in a kitchen. Preparation of fresh salads, sandwiches, wraps in a fun work environment. $15+/hr depending on experience, with Bonus Compensation and Free Meals!

Please contact if you are interested.
",$15/hr,part-time,2022-08-31 18
29,ASSISTANT CONSTRUCTION MANAGER,north shore,Aug 31,https://boston.craigslist.org/nos/bus/d/burlington-assistant-construction/7528400767.html,"

QR Code Link to This Post


We are an established residential, design/ build remodeling company with a reputation for high quality design and.  Our Production Department is growing, and we need an Assistant Construction Manager to help us expand our construction of premium residential projects.

This is a great opportunity for an older carpenter who wants to trade those heavy 16ft PT 2x12s for construction plans and a cell phone.

You need:
	8 years’ experience in general carpentry and thorough knowledge of residential construction practices, including framing, finish, roofing, and siding.  Do not apply if your only experience is in a classroom.
	Experience reading and interpreting detailed structural drawings;
	Knowledge of the Residential Building Code;
	Experience supervising carpenters and subcontractors;
	Good interpersonal skills and comfort interacting with employees, clients, and managers at different levels;
	Good computer skills, including MS Excel, Word, email and internet software.
	Be vaccinated against COVID.
	Experience with CAD software is a plus.

This is a full time, permanent employee position in a relaxed, professional atmosphere.  We offer a competitive salary, paid holidays, paid sick days, paid vacation, and 401k retirement program with employer match.  We’ll judge you on your experience and skills and reward you for your contributions.  Our salary range is $70,000 to $85,000 per year.

RESPONSIBILITIES  Under the direction of our Production Manager:
Oversee construction projects
	Check on carpentry, ensure projects are being built to our standards and to Bldg Code
	Meet with customers and Bldg Inspectors to review requirements, confirm their satisfaction
	Coordinate with other subcontractors
		Draft material Take-offs
	Direct Construction Assistant(s)
","$70,000.00 to $85,000.00 per year",full-time,2022-08-31 18
30,Grow your career with Courtyard Billerica!,boston/cambridge/brookline,Aug 31,https://boston.craigslist.org/gbs/fbh/d/billerica-grow-your-career-with/7528396083.html,"

QR Code Link to This Post


Make your next career move with Courtyard by Marriott Boston Billerica/Bedford! Walk in interviews, on the spot hiring and light refreshments. Bring your up to date resume.

Hosted by: Courtyard by Marriott Boston Billerica/Bedford located at 270 Concord Road Billerica, MA

When: Thursday, September 8th from 12-6 PM EST

Career opportunities:
• Guest Service Agent • Night Auditor • Housekeeper • Laundry Attendant • Maintenance (Entry Level) • Server • Barista • Breakfast Cook• Cook

Full time, Part time and flexible shifts available!

Full time positions are benefits eligible including time off, travel discounts, medical and other insurance options are also available. The hotel offers free parking.

Travel Discounts- With multiple brands and thousands of locations around the world, TEAM are eligible for special travel discounts and sometimes even F&B discounts! Get away to relax, visit family or see the World!

Can also apply by your up to date resume and specifying which position you are interested in applying for to TEAMstaffing@hoteltalentnetwork.com

¡Haga su próximo paso profesional con Courtyard by Marriott Boston Billerica/Bedford! Paseo en entrevistas, contratación en el lugar y refrigerios ligeros. Lleva tu currículum actualizado.

Organizado por: Courtyard by Marriott Boston Billerica/Bedford ubicado en 270 Concord Road Billerica, MA

Cuándo: jueves 8 de septiembre de 12:00 a 18:00 EST

Oportunidades profesionales:
• Agente de servicio al huésped • Auditor nocturno • Ama de llaves • Asistente de lavandería • Mantenimiento (nivel de entrada) • Mesero • Barista • Cocinero de desayuno• Cocinero

¡Tiempo completo, tiempo parcial y turnos flexibles disponibles!

Los puestos de tiempo completo son beneficios elegibles que incluyen tiempo libre, descuentos en viajes, opciones médicas y de otros seguros también están disponibles. El hotel ofrece estacionamiento gratis.

Descuentos en viajes: con múltiples marcas y miles de ubicaciones en todo el mundo, TEAM es elegible para descuentos especiales en viajes y, a veces, ¡incluso descuentos en alimentos y bebidas! ¡Escápese para relajarse, visitar a la familia o ver el mundo!

También puede presentar su solicitud con su currículum actualizado y especificando el puesto que le interesa solicitar a TEAMstaffing@hoteltalentnetwork.com
",Based on experience,full-time,2022-08-31 18
31,DoorDash Drivers Get Paid Around $26/hr in Boston,boston/cambridge/brookline,Aug 31,https://boston.craigslist.org/gbs/etc/d/malden-doordash-drivers-get-paid-around/7528392291.html,"

QR Code Link to This Post


 ",26,part-time,2022-08-31 18
32,Talent Acquisition Assistant,"Waltham, MA",Aug 31,https://boston.craigslist.org/bmw/ofc/d/waltham-talent-acquisition-assistant/7528390910.html,"

QR Code Link to This Post


Arthrex, Inc. is a global medical device company and a leader in new product development and medical education in orthopedics. We are actively seeking a Talent Acquisition Assistant for our Waltham office to assist with administrative tasks for both the Talent Acquisition team and office staff. This position will be responsible for interview scheduling, pre-employment checks, greeting visitors, coordinating with various vendors, and maintaining office day to day activities. The ideal candidate will need to have excellent communication and computer skills. Office or recruiting administration experience is strongly preferred. Join our talented team at a global medical device company focused on Helping Surgeons Treat Their Patients Better™.



Essential Duties and Responsibilities:

Assists the Talent Acquisition with phone interviews, candidate scheduling interviews, travel arrangements, posting of requisitions, job placement ads and other projects.
Displays professionalism, quality service and a ""can do"" attitude to internal members/departments of Arthrex as well as external clients and vendors via electronic and print correspondence, over the telephone and in-person.
Pre/post-employment checks including: the coordination of drug screen paperwork, background checks, reference checks in a timely manner.
Ensures that all hiring activities follow legal and Company standards.
Assists the Talent Acquisition team with job fairs and other recruiting related events.                                        
Assist with on-line sourcing of candidates.
Ensures Human Resources policy and signage adherence in coordination with Human Resource department in Naples.
Greet staff, customers, vendors, and visitors in a courteous and professional manner.
Receives and distributes incoming mail and prepares outgoing mail/shipments.
Coordinates and organizes company employee events. 
Order office supplies for local office and stocks kitchen to support on-site staff.
Partner with EH&S, Security, Finance and Facilities to ensure all policies and procedures are followed and perform local office tasks.
Assists with orientation of new employees to the Boston office including local training.
Provides miscellaneous administrative duties for the Boston office.


Education and Experience:

High School diploma or equivalent required
Office or recruiting administration experience strongly preferred
Experience using Outlook to schedule multiple appointments with multiple people


Knowledge and Skill Requirements:

Excellent verbal, written, analytical, project, research, organizational and interpersonal skills with a sharp attention to detail and the ability to handle multiple priorities simultaneously while meeting deadlines
Excellent communication and customer service skills
Excellent attention to detail, proofreading and organizational skills.
Ability to perform detailed work accurately.
Ability to handle multiple tasks simultaneously
Strong follow through skills.
Build and maintain effective working relationships with vendors as well as employees and managers at all levels of the organization
Ability to work independently.
Highly discrete individual who can handle sensitive and confidential employee information
Possess a sense of urgency to understand and meet customer needs


Machine, Tools, and/or Equipment Skills:

High level of proficiency in Microsoft Word, Excel, PowerPoint, and Outlook. 
Experience with SuccessFactors or another applicant tracking system is a plus.

All qualified applicants will receive consideration for employment without regard to race, color, religion, age, sex, sexual orientation, gender identity, national origin, disability or protected veteran status.
    ",Hourly,full-time,2022-08-31 17
33,Outside Sales Representative,Boston,Aug 31,https://boston.craigslist.org/gbs/sls/d/boston-outside-sales-representative/7528389985.html,"

QR Code Link to This Post


Job Opening: Outside Sales Representatives for High End Flooring Company B2B and B2C.

Location:  includes the entire State of Massachusetts

Duties:
1. Find organic leads independently to sell products to.
2.  Follow up on leads generated from the company to sell to architects, designers, general contractors, builders.
3.  Follow up with residential, commercial and hospitality customers to ensure all questions are answered and stay in touch to order products.
4.  Set appointments over the phone and through email.
5.  Meet with potential clients in person and create relationships with potential customers.

Requirements:
1.  1+ years experience in sales required.
2.  Experience in selling construction-related materials required.
3.  Positive, out going, organized.
4.  Reliable vehicle and driver's license.

Compensation: $100,000-$150,000 
Base salary $50,000-$65,000 plus very strong commission plus $800 car allowance.
    ",Compensation,employee's choice,2022-08-31 17
34,Talent Acquisition Assistant,"Waltham, MA",Aug 31,https://boston.craigslist.org/gbs/mar/d/waltham-talent-acquisition-assistant/7528388304.html,"

QR Code Link to This Post


Arthrex, Inc. is a global medical device company and a leader in new product development and medical education in orthopedics. We are actively seeking a Talent Acquisition Assistant for our Waltham office to assist with administrative tasks for both the Talent Acquisition team and office staff. This position will be responsible for interview scheduling, pre-employment checks, greeting visitors, coordinating with various vendors, and maintaining office day to day activities. The ideal candidate will need to have excellent communication and computer skills. Office or recruiting administration experience is strongly preferred. Join our talented team at a global medical device company focused on Helping Surgeons Treat Their Patients Better™.



Essential Duties and Responsibilities:

Assists the Talent Acquisition with phone interviews, candidate scheduling interviews, travel arrangements, posting of requisitions, job placement ads and other projects.
Displays professionalism, quality service and a ""can do"" attitude to internal members/departments of Arthrex as well as external clients and vendors via electronic and print correspondence, over the telephone and in-person.
Pre/post-employment checks including: the coordination of drug screen paperwork, background checks, reference checks in a timely manner.
Ensures that all hiring activities follow legal and Company standards.
Assists the Talent Acquisition team with job fairs and other recruiting related events.                                        
Assist with on-line sourcing of candidates.
Ensures Human Resources policy and signage adherence in coordination with Human Resource department in Naples.
Greet staff, customers, vendors, and visitors in a courteous and professional manner.
Receives and distributes incoming mail and prepares outgoing mail/shipments.
Coordinates and organizes company employee events. 
Order office supplies for local office and stocks kitchen to support on-site staff.
Partner with EH&S, Security, Finance and Facilities to ensure all policies and procedures are followed and perform local office tasks.
Assists with orientation of new employees to the Boston office including local training.
Provides miscellaneous administrative duties for the Boston office.


Education and Experience:

High School diploma or equivalent required
Office or recruiting administration experience strongly preferred
Experience using Outlook to schedule multiple appointments with multiple people


Knowledge and Skill Requirements:

Excellent verbal, written, analytical, project, research, organizational and interpersonal skills with a sharp attention to detail and the ability to handle multiple priorities simultaneously while meeting deadlines
Excellent communication and customer service skills
Excellent attention to detail, proofreading and organizational skills.
Ability to perform detailed work accurately.
Ability to handle multiple tasks simultaneously
Strong follow through skills.
Build and maintain effective working relationships with vendors as well as employees and managers at all levels of the organization
Ability to work independently.
Highly discrete individual who can handle sensitive and confidential employee information
Possess a sense of urgency to understand and meet customer needs


Machine, Tools, and/or Equipment Skills:

High level of proficiency in Microsoft Word, Excel, PowerPoint, and Outlook. 
Experience with SuccessFactors or another applicant tracking system is a plus.

All qualified applicants will receive consideration for employment without regard to race, color, religion, age, sex, sexual orientation, gender identity, national origin, disability or protected veteran status.

Please apply through the link below:
https://careers.arthrex.com/job-invite/55602/
",Hourly,full-time,2022-08-31 17
35,"Surrogate Mother Needed! Help a Family Grow and Earn up to $57,000!","Boston, Ma",Aug 31,https://boston.craigslist.org/gbs/etc/d/surrogate-mother-needed-help-family/7528377980.html,"

QR Code Link to This Post






""Click Here to Learn More""




Why Become a Surrogate with The Center For Surrogacy and Egg Donation?

Have the chance to give the most precious of gifts to a loving couple in need: the gift of life.
Earn a Base Fee of $52,000 for a first time surrogacy and $57,000 for experienced surrogates, plus all expenses paid.
In addition to your Base Fee and Expenses being paid, you will also earn $3,300 in totally monthly allowances to use as you see fit and $500 to put towards maternity clothing
Enjoy the financial freedom of being able to pay off student loans, make a down payment on a home, or create a college fund for your own children.
Experience the CSED difference by working with a passionate and dedicated staff, who will guide you every step of the way, allowing surrogacy to fit into the busiest of schedules.
Retain 100% of your fee, as all expenses will be paid through our agency.



About The Center For Surrogacy and Egg Donation, Inc.

CSEDInc is one of the country's oldest and most well-respected Egg Donation and Surrogacy agencies. We offer a superior level of care and attention to our intended parents and Surrogate Mothers (Gestational Carriers). For more detailed information on our gestational carrier program, please visit our website by clicking  ""Click Here to Learn More"", or feel free to call us at (508) 460-0400. 




Requirements for Potential Surrogates:

Female
Between the ages of 21 and 40 
In Good Physical Health, Who Has Delivered,  With a good Pregnancy Health History.
Be Reliable and Committed to the Surrogacy Process
Non-Smoker
Have Strong Support From Friends and Family



""Click Here to Learn More""



The Center For Surrogacy and Egg Donation was founded by a previous intended parent, whose family needed the assistance of a surrogate mother like you to make the dream of having a child come true. Robert Nichols, the President of CSED, has had the good fortune of being able to have three children though the kindness and compassion a Surrogate Mother. This experience prompted Robert to start an agency that would always put the interests of the Surrogates and Parents above all else. Our commitment to this ideal is apparent at every step of this process. If you are interested in becoming a Surrogate Mother, please research as much as you can, contact fertility clinics in the area, and ask them to recommend the best agency in New England; we are confident that agency will be us.


            

Testimonials
            
          

""This was such a wonderful experience. I would love to do it again. I wanted to thank
            you for everything."" 
- Gestational Carrier J.C. 

""They really are the best and I'm soooo glad I did this, it has been a journey that I couldn't and wouldn't take back for anything!""
- Gestational Carrier T.G. 
         



















 ","Between $52,000 and $57,000 Base Fee plus all expenses paid and additional paid allowances",contract,2022-08-31 17
36,AUTOMOTIVE   ***** MECHANIC *****GRADUATED*****,north shore,Aug 31,https://boston.craigslist.org/nos/trd/d/chelsea-automotive-mechanic-graduated/7528376999.html,"

QR Code Link to This Post


Looking for a mechanic graduated from a auto tech school that has a passion for cars , takes responsibly, energetic ,hard worker , wants to be part of  the team , long term and grow with company , great pay ,license required , e mail resume
",based on experience,full-time,2022-08-31 17
37,Sous Chef (Full-Time + Benefits),North Billerica,Aug 31,https://boston.craigslist.org/nwb/fbh/d/north-billerica-sous-chef-full-time/7528370657.html,"

QR Code Link to This Post


Kennedy Meadows, the premier independent living community for active seniors in North Billerica, is now hiring for a full-time Sous Chef.



About the Position:

This position prepares nutritious, appetizing, and attractive meals, while working as a team with other culinary services members to provide smooth, efficient and safe operation of the kitchen area.



This individual must have a friendly, professional, and energetic personality and have a passion for improving the lives of others. The successful candidate for this position must be 18 years of age and have two years’ experience in institutional or full service restaurant cooking. This individual will have knowledge of and ability to conform to food service sanitation practices and will maintain food handlers permit as necessary to fulfill state regulations. The successful candidate for this position will communicate in a clear and concise manner with our residents and staff. This individual will possess organizational skills as well as excellent customer service skills. In addition, the successful candidate will work well under time constraints and be able to meet deadlines.



Our Mission:

Our residents deserve the best so we are seeking people who understand hospitality, integrity and compassion. We believe patience, loyalty, understanding, and hard work are the core components of rewarding lives and careers. If this interests you, come join our team!



About Our Benefits:

We offer competitive compensation and a benefit package that includes paid time off and the opportunity to elect healthcare, dental, vision and disability benefits, as well as supplemental life insurance. In addition, we offer a 401k plan with a match determined by the Company and an employee assistance program (EAP). We also have a very unique culture and love to celebrate year-round!



How to Apply:

Please submit your most recently updated resume for consideration.



We do pre-employment background checks, employment verifications, and reference checks. Kennedy Meadows is an Equal Opportunity Employer.
    ",Competitive Compensation with Benefits,full-time,2022-08-31 17
38,Dishwasher Needed for New Italian Restaurant ($18/hr + 5%),Boston,Aug 31,https://boston.craigslist.org/gbs/fbh/d/jamaica-plain-dishwasher-needed-for-new/7528370152.html,"

QR Code Link to This Post


ABOUT THE RESTAURANT
Located in the heart of Jamaica Plain, MA, Tonino is a neighborhood restaurant first and an Italian restaurant second. Drawing inspiration from the trattorias, enotecas and aperitivo bars that are the heartbeat to the smaller neighborhoods surrounding Rome’s city center, Tonino serves to be a space for locals to gather, relax and be in community with one another.

Claire Makley and Luke Fetbroth partner with local restaurateur David Doyle (Tres Gatos, Casa Verde) to bring handmade pastas, Sicilian-style pizza, and an eclectic, food-centric beverage program to their own neighborhood.

COMPENSATION
Start at $18 per hour plus your portion of our 5% Kitchen Appreciation fee.

SCHEDULE
Full time preferred. Part time available. We are closed Tuesdays and Wednesdays.

BENEFITS
We want to offer employee benefits that our employees will actually use. As part of our opening team, you will have the opportunity to help craft our benefits package based on group feedback and our finite benefits budget. In the meantime, you can expect:
-Weekly payroll.
-Medical, Vision, Dental benefits.
-Financial Literacy classes.
-Opportunities for additional professional development.
-A delicious, wholesome family meal.

JOB DETAILS
-Clean and put away dishes.
-Complete weekly cleaning projects.
-Have the ability to lift 50 pounds.
-Have the ability to stand for over 8 hours.
-Maintains sanitation to Department of Health standards; keeps work areas clean and organized.
-Helps receive and organize  orders on an as needed basis.
-Maintains refrigerators, freezers and dry storage areas in a clean and organized fashion.
-Help with basic food prep during down time.

ACERCA DEL RESTAURANTE
Situado en el corazón de Jamaica Plain, MA, Tonino es un restaurante de barrio primero y un restaurante italiano después. Inspirándose en las trattorias, enotecas y bares de aperitivos que son el corazón de los pequeños barrios que rodean el centro de Roma, Tonino sirve para ser un espacio para que los lugareños se reúnan, se relajen y estén en comunidad unos con otros. 
Claire Makley y Luke Fetbroth se asocian con el restaurador local David Doyle (Tres Gatos, Casa Verde) para llevar a su propio barrio pastas hechas a mano, pizza al estilo siciliano y un programa de bebidas ecléctico y centrado en la comida. 

COMPENSACIÓN
A partir de 18 dólares por hora, más su parte de nuestra tasa de apreciación de la cocina del 5%.

HORARIO
Tiempo completo preferido.  Tiempo parcial disponible. Cerramos los martes y miércoles

BENEFICIOS
Queremos ofrecer beneficios a nuestros empleados que realmente usen. Como parte de nuestro equipo de apertura, tendrá la oportunidad de ayudar a elaborar nuestro paquete de beneficios en base a los comentarios del grupo y a nuestro presupuesto limitado de beneficios. Mientras tanto, puedes esperar:
Nómina semanal.
Beneficios médicos, visuales y dentales.
Clases de educación financiera.
Oportunidades de desarrollo profesional adicional.
Una deliciosa y saludable comida familiar.

DETALLES DE TRABAJO
Mantiene un ritmo tranquilo pero respetuoso (léase: rápido) en todo momento.
Una actitud positiva hacia su trabajo y su equipo.
Realizar las tareas de apertura o cierre según nuestros estándares.
Limpiar y guardar la vajilla.
Completar los proyectos de limpieza semanales.
Tener la capacidad de levantar 50 libras.
Tener la capacidad de estar de pie durante más de 8 horas.
Mantener la higiene según los estándares del Departamento de Salud; mantener las áreas de trabajo limpias y organizadas.
Ayuda a recibir y organizar los pedidos según sea necesario.
Mantiene los refrigeradores, congeladores y áreas de almacenamiento en seco de una manera limpia y organizada.
Ayuda con la preparación básica de alimentos durante el tiempo de inactividad.
",$18/hr + portion of 5% kitchen appreciation fee,employee's choice,2022-08-31 17
39,DoorDash Drivers Get Paid Around $26/hr in Boston,boston/cambridge/brookline,Aug 31,https://boston.craigslist.org/gbs/fbh/d/malden-doordash-drivers-get-paid-around/7528367730.html,"

QR Code Link to This Post


 ",26,part-time,2022-08-31 17
40,Experienced Full-Time Auto Detailer,Hanover,Aug 31,https://boston.craigslist.org/sob/trd/d/experienced-full-time-auto-detailer/7528369140.html,"

QR Code Link to This Post


Dave Delaney's Columbia is a busy pre-owned car and truck dealership is seeking an EXPERIENCED Auto Detailer for full-time hours at our shop.  We are looking for someone experienced, energetic, and available 5-days per week.  You must be able to professionally detail, wax, buff, wet sand, vacuum, detail interiors, carpets, etc.  We aren't looking for someone hoping to learn these skills on the fly, but need someone who can step right in and perform.  We are an equal opportunity employer and all are encouraged to apply.  Between our own busy sales department and our growing retail service business, we are looking for someone who can work a full-time schedule.  Please contact me ASAP for an interview, we are in need of someone who can fill this new role immediately.  We can be flexible with the schedule to suit your needs, and surely have more work than one person can handle.  Drop me a line and let's get going!!
",$15-20/hr based on experience and availability.,full-time,2022-08-31 17
41,Room Rental available for Rent,Boston,Aug 31,https://boston.craigslist.org/gbs/spa/d/dorchester-room-rental-available-for/7528366968.html,"

QR Code Link to This Post


WHAT IS BARE SKIN + BEAUTY? 

Bare is a mall of self-care/beauty services and retail. We offer treatment rooms for beauty and wellness professionals/businesses to host their brand and services. Bare is a collective co-working/co-business space that brings all your self care/beauty services and retail under one roof. 

Bostons 1st Mall of Beauty and Wellness offering an array of self-care and beauty services from independent businesses with licensed service providers. Along with retail sold from local small business.

Are you a beauty business owner looking for a professional space to take your clients. Bare offers treatment rooms to host your business. 

Retail brands focused on self-care, beauty and wellness can now join the “Bare Retail Program” to have there retail line featured inside Bare. 


Bare is a collective co-working/co-business space. That motivates, guides and inspires all levels of beauty/wellness small business and entrepreneurs to achieve all their goals. We collaborate and conduct business as team. Catering to clients in need of a One Stop Shop! 

Treatment Room Available Monthly Rental
 (Booth Rental)  

Room is 7ft by 12ft with window $1,000 a month 

Room is 8ft by 10.5ft with a window $1,500 a month 

Monthly rental includes 24 hour access to the studio with all utilities included. Be Your Own Boss - Set your own hours, make your own prices, sell your own products! Keep 100% of your earnings and you can focus on growing your talent, expanding your clientele and building your personal brand.

For Room Rental;
Must be licensed in Massachusetts.( if services offered requires a license in Ma)
Seeking lash tech’s, aestheticians, cosmetologist, injectors ( licensed RN) licensed microblading or microshading specialist and body sculptors. Monthly room renters have the freedom to decorate their room how they please. 


Business insurance required for any service provider. 

Email: info@bareskinplusbeauty.com
",Independent,employee's choice,2022-08-31 16
42,MOO is Hiring - Sr. Manufacturing Manager,"Randolph, Ma",Aug 31,https://boston.craigslist.org/gbs/mnu/d/randolph-moo-is-hiring-sr-manufacturing/7528364273.html,"

QR Code Link to This Post


Sr. Manufacturing Manager
LINCOLN, RI /
MANUFACTURING – OPERATIONS /
PERM - FULL-TIME
Apply Here!


MOO set out to shake up the world of print back in 2006. And we’ve come a long way since. Today we’re a 300 + strong team (we’re thinking of getting matching jackets) who create print and digital products for companies of all sizes – from Google and AirBnB to the guy who makes those amazing prints you found at a craft fair. 
Our global HQ is in London, UK, while we also have premises in Dagenham. In the US, you’ll find us in Boston, MA, as well as Lincoln, RI and Denver, CO.
We’re making new and exciting things – and we could really do with your help. 
MOO is seeking a Sr. Manufacturing Manager to join our team! This role will lead, partner and collaborate in cross-functional projects inclusive of Business Intelligence, Software Engineering, Product, Supply Chain, and other teams to ensure maximum performance within manufacturing operations. Operate as an extension of the new product and continuous improvement teams by ensuring the successful launch of new products, processes, initiatives and equipment within our manufacturing centers
Responsible for a three shift operation ensuring on-time delivery of best-in-class products to our customers, maintaining a safe, cost effective facility and engaged workforce.
This is an exciting opportunity in our Lincoln, R.I. facility. The successful candidate will report to the Head of Manufacturing and work closely with our amazing MOO Manufacturing team.



Responsibilities:


Manage manufacturing leadership staff, including but not limited to supervisors and senior supervisors across three shifts; continue to strengthen operations organization 
Coach, counsel and teach the team to manage workflow and coordinate manufacturing personnel; ensure teams plan and meet schedule
Ensure engaged workforce and institute initiatives that increase morale
Ensure operations meets KPIs and Key Results related to Safety, Quality, Delivery, Cost, and Morale (SQDCME); continue to develop and refine KPIs; drive data analytic mentality
Coordinate cross-functional efforts to resolve manufacturing and quality problems, resuming operations in a timely manner
Understand and use Theory of Constraints to improve performance; reduce time at bottleneck
Ensure proper line balancing and sequencing from press to dispatch
Ensure all Sales are supported cross-functionally and planned successfully to meet all KPIs; support S&OP process
Be key stakeholder in DFMA process; drive operations voice from start to launch of any new initiative that will impact facility
Partner with Manufacturing Engineering and Quality teams to drive strong, product performance and manufacturing operations; ensure best-in-class quality and FPY
Monitor and reduce reworks/reprints; help reduce scrap of all material and products
Ensure maximum efficiency with set labor staffing plans; allocate resources properly
Lead cost improvement and savings measures for operations; ensure all labor hour budgets are met; minimize overtime 
Work with the facilities and maintenance teams to monitor progress and completion of maintenance, preventative maintenance, and all equipment resolutions
Ensure operations actively engages with safety initiatives and ensures all requirements and policies are observed; develop new solutions to create a safer environment
Oversee the launch of new products, initiatives, processes, and equipment; partner with manufacturing engineering and process improvement coordinator 
Partner with supply chain to ensure optimal material handling support, inventory control, and cost effective logistics
Determine machine/process capacities with process improvement coordinator; monitor and improve uptime and productivity as needed
Ensure strongest customer experience; partner with customer service and customer experience teams to define and maintain strongest levels
Partner with software engineering and product teams to develop optimal tools as needed for manufacturing success
Ensure optimal partnerships and workflows with PSPs; negotiate to receive reasonable costs
Ensure constant professional and career development for team members






About You:


Bachelor’s Degree in Engineering, Science, Math or related technical fields
Five years of experience in manufacturing or production
Demonstrated troubleshooting, analytical and planning skills
Experience collecting and analyzing data to measure program performance
Experience improving business and engineering processes
Experience working with material handling and supply chain teams
Ability to work independently
Demonstrated strong communication skills (written and verbal) to all levels of the organization
Solid working knowledge of quality management systems within manufacturing
Proven track record working within a cross functional environment, partnering with your peers and colleagues to define, deploy and execute projects and initiatives in alignment with company objectives and goals
Flexible and adaptable to change; can handle pressure in a calm manner






Nice To Haves:


Six sigma certified
Masters in Engineering, Engineering Management, Operations, or Business Administration
Five years of experience as a process engineer; demonstrated experience owning production processes and improving process capability
Experience interacting with OEMs; experience interacting with an external supply base





What’s it like to work at MOO? 
MOO’s the kind of workplace where you can really be yourself. Dye your hair purple. Hit the sofa with your laptop. Whatever helps you feel comfortable and happy at work. We want to help you grow in your career and set you up for success – while also recognising the importance of a healthy work/life balance.
That’s why we offer 23 days’ PTO plus Federal holidays, a 401(k) match, MOO stock option program, paid parental leave and we’ll cover 100% of your health, dental and vision care premiums. We’ll also cover you with life insurance and long-term disability insurance, and we offer a wellness program too.
Diversity Statement
We are working hard to create a representative, inclusive and super-friendly team, because we know that different experiences, perspectives and backgrounds make for a better workplace. And that creates a better experience for our customers. MOO doesn’t discriminate on the basis of race, color, religion or belief, gender, national origin, age, sexual orientation, marital status, disability, veteran status or any other protected class.
Apply Here!


",Competitive Pay & Benefits,full-time,2022-08-31 16
